C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2019/10/18,10:05:01,0000000314178200,DEMAND,0000000314178130
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",NSW1,0,1,MEASUREMENT,"2019/07/01 00:49:53"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",NSW1,0,1,DAILY,"2019/07/01 23:30:30"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",NSW1,0,0.6,SATELLITE,"2019/07/01 00:50:27"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLD1,0,1,MEASUREMENT,"2019/07/01 00:49:53"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLD1,0,1,DAILY,"2019/07/01 23:30:30"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLD1,0,0.6,SATELLITE,"2019/07/01 00:50:27"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDC,0,0.6,SATELLITE,"2019/07/01 00:50:27"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDC,0,1,MEASUREMENT,"2019/07/01 00:49:53"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDN,0,1,MEASUREMENT,"2019/07/01 00:49:53"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDN,0,0.6,SATELLITE,"2019/07/01 00:50:27"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDS,0,0.6,SATELLITE,"2019/07/01 00:50:27"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",QLDS,0,1,MEASUREMENT,"2019/07/01 00:49:53"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",SA1,0,1,DAILY,"2019/07/01 23:30:30"
D,ROOFTOP,ACTUAL,2,"2019/07/01 00:30:00",SA1,0,1,MEASUREMENT,"2019/07/01 00:49:53"
