C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/18,06:00:02,0000000411405961,DEMAND,0000000411405960
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",NSW1,4.711,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",QLD1,5.627,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",QLDC,0,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",QLDN,0,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",QLDS,5.627,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",SA1,0,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",TAS1,0.054,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",TASN,0,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",TASS,0.054,0.6,SATELLITE,"2024/02/18 05:50:24"
D,ROOFTOP,ACTUAL,2,"2024/02/18 05:30:00",VIC1,0,0.6,SATELLITE,"2024/02/18 05:50:24"
C,"END OF REPORT",13
