C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/05/22,07:30:03,0000000387732764,DEMAND,0000000387732764
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",NSW1,15.645,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",QLD1,83.527,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",QLDC,8.345,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",QLDN,6.505,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",QLDS,68.677,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",SA1,0,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",TAS1,0,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",TASN,0,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",TASS,0,1,MEASUREMENT,"2023/05/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/05/22 07:00:00",VIC1,0,1,MEASUREMENT,"2023/05/22 07:19:19"
C,"END OF REPORT",13
