C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/12/02,20:00:02,0000000404216099,DEMAND,0000000404216098
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",NSW1,0.048,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",QLD1,0,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",QLDC,0,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",QLDN,0,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",QLDS,0,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",SA1,54.5,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",TAS1,1.108,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",TASN,0.753,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",TASS,0.355,0.6,SATELLITE,"2023/12/02 19:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/02 19:30:00",VIC1,15.819,0.6,SATELLITE,"2023/12/02 19:50:24"
C,"END OF REPORT",13
